IA,Bremer County Sheriff's Office,,"111 4Th St Ne  Waverly, IA 50677",319-352-5400,11,"23,325",Sheriff
IA,Britt Police Department,,"P.O. Box 303  Britt, IA 50423",641-843-3822,3,"2,052",Local Police
IA,Buchanan County Sheriff's Office,,"210 5Th Ave Ne  Independence, IA 50644",319-334-2568,13,"21,093",Sheriff
IA,Buena Vista County Sheriff's Office,,"P.O. Box 276411 Expansion Blvd. Storm Lake, IA 50588",712-749-2530,9,"20,411",Sheriff
IA,Buffalo Center Police Department,,"P.O. Box 454  Buffalo Center, IA 50424",641-562-2505,1,963,Local Police
IA,Buffalo Police Department,,"P.O. Box 557  Buffalo, IA 52728",319-381-4733,3,"1,321",Local Police
IA,Burlington Police Department,,"424 N 3Rd St  Burlington, IA 52601",319-753-8355,41,"26,839",Local Police
IA,Butler County Sheriff's Office,,"P.O. Box 345428 Sixth St Allison, IA 50602",319-267-2410,10,"15,305",Sheriff
IA,Calhoun County Sheriff's Office,,"P.O. Box 304416 4th St Rockwell City, IA 50579",712-297-7583,6,"11,115",Sheriff
IA,Calmar Police Department,,"P.O. Box 598  Calmar, IA 52132",319-562-3224,2,"1,058",Local Police
IA,Camanche Police Department,,"P.O. Box 77  Camanche, IA 52730",319-259-8575,7,"4,215",Local Police
IA,Carlisle Police Department,,"P.O. Box 430  Carlisle, IA 50047",515-989-4121,5,"3,497",Local Police
IA,Carroll County Sheriff's Office,,"114 E 6Th St  Carroll, IA 51401",712-792-4393,10,"21,421",Sheriff
IA,Carroll Police Department,,"112 E 5Th St  Carroll, IA 51401",712-792-3536,15,"10,106",Local Police
IA,Carter Lake Police Department,,"950 E Locust  Carter Lake, IA 51510",712-347-5920,8,"3,248",Local Police
IA,Cascade Police Department,,"P.O. Box 33  Cascade, IA 52033",,2,,Local Police
IA,Cass County Sheriff's Office,,"5 W 7Th St  Atlantic, IA 50022",712-243-2206,7,"14,684",Sheriff
IA,Cedar County Sheriff's Office,,"711 E South St  Tipton, IA 52772",319-886-2121,10,"18,187",Sheriff
IA,Cedar Falls Police Department,,"220 Clay  Cedar Falls, IA 50613",319-273-8618,42,"36,145",Local Police
IA,Cedar Rapids Airport Police,,"2929 Lippisch Place  Cedar Rapids, IA 52404",,13,,Special Jurisdiction
IA,Cedar Rapids Police Department,,"505 1St St Sw  Cedar Rapids, IA 52404",319-286-5528,197,"120,758",Local Police
IA,Centerville Police Department,,"1125 W Van Buren  Centerville, IA 52544",641-437-7100,10,"5,924",Local Police
IA,Cerro Gordo County Sheriff's Office,,"17262 Lark Ave  Mason City, IA 50401",641-421-3000,20,"46,447",Sheriff
IA,Chariton Police Department,,"1023 Linden Ave  Chariton, IA 50049",641-774-5083,6,"4,573",Local Police
IA,Charles City Police Department,,"105 Milwaukee Mall  Charles City, IA 50616",416-228-3366,14,"7,812",Local Police
IA,Cherokee County Sheriff's Office,,"111 N 5Th St  Cherokee, IA 51012",712-225-6737,6,"13,035",Sheriff
IA,Cherokee Police Department,,"111 N 5Th St  Cherokee, IA 51012",712-225-6728,8,"5,369",Local Police
IA,Chickasaw County Sheriff's Office,,"116 N Chestnut AvePO Box 427 New Hampton, IA 50659",641-394-3121,8,"13,095",Sheriff
IA,Clarence Police Department,,"P.O. Box 418  Clarence, IA 52216",319-452-3434,1,"1,008",Local Police
IA,Clarinda Police Department,,"200 S 15Th St  Clarinda, IA 51632",712-542-2194,9,"5,690",Local Police
IA,Clarion Police Department,,"117 1St St Sw  Clarion, IA 50525",515-532-2515,7,"2,968",Local Police
IA,Clarke County Sheriff's Office,,"220 Town Line RdPO Box 537 Osceola, IA 50213",614-342-2914,6,"9,133",Sheriff
IA,Clarksville Police Department,,"P.O. Box 309  Clarksville, IA 50619",319-278-4941,2,"1,441",Local Police
IA,Clay County Sheriff's Office,,"3121 W 4Th StPO Box 7957 Spencer, IA 51301",712-262-3221,10,"17,372",Sheriff
IA,Clayton County Sheriff's Office,,"P.O. Box 1022680 230th Street St. Olaf, IA 52072",319-245-2422,12,"18,678",Sheriff
IA,Clear Lake-Ventura Police Department,,"P.O. Box 291  Clear Lake, IA 50428",641-357-2186,15,"8,161",Local Police
IA,Clinton County Sheriff's Office,,"241 7Th Ave NPO Box 2957 Clinton, IA 52733",319-242-9211,24,"50,149",Sheriff
IA,Clinton Police Department,,"113 6Th Ave S  Clinton, IA 52732",319-243-1455,45,"27,772",Local Police
IA,Clive Police Department,,"8505 Harbach Blvd  Clive, IA 50325",515-278-1312,24,"12,855",Local Police
IA,Colfax Police Department,,"15 E Howard St  Colfax, IA 50054",,4,,Local Police
IA,Columbus Jct Police Department,,"P.O. Box 209  Columbus Jct, IA 52738",,4,,Local Police
IA,Coon Rapids Police Department,,"123 3Rd Ave  Coon Rapids, IA 50058",712-999-5244,1,"1,305",Local Police
IA,Coralville Police Department,,"P.O. Box 5911  Coralville, IA 52241",319-354-1100,32,"15,123",Local Police
IA,Correctionville Police Department,,"312 Driftwood  Correctionville, IA 51016",712-372-4791,1,851,Local Police
IA,Corydon Police Department,,"205 S East St  Corydon, IA 50060",641-872-1826,2,"1,591",Local Police
IA,Council Bluffs Police Department,,"Ste 111227 S. 6th St. Council Bluffs, IA 51501",712-328-4701,105,"58,268",Local Police
IA,Crawford County Sheriff's Office,,"1202 Broadway  Denison, IA 51442",712-263-2146,11,"16,942",Sheriff
IA,Cresco Police Department,,"124 S. Park Place  Cresco, IA 52136",319-547-2457,7,"3,905",Local Police
IA,Creston Police Department,,"302 N Pine  Creston, IA 50801",641-782-8402,10,"7,597",Local Police
IA,Dallas Center Police Department,,"P.O. Box 335  Dallas Center, IA 50063",515-992-3725,2,"1,595",Local Police
IA,Dallas County Sheriff's Office,,"P.O.Box 187201 North Nile Kinnick Drive Adel, IA 50003",515-993-4771,23,"40,750",Sheriff
IA,Davenport Police Department,,"420 Harrison St416 Harrison St Davenport, IA 52801",319-326-7979,166,"98,359",Local Police
IA,Davis County Sheriff's Office,,"110 W Franklin St  Bloomfield, IA 52537",515-664-2385,5,"8,541",Sheriff
IA,Dayton Police Department,,"202 1St Ave Sw  Dayton, IA 50530",515-547-2624,1,884,Local Police
IA,Decatur County Sheriff's Office,,"207 N Main St  Leon, IA 50144",641-446-4111,6,"8,689",Sheriff
IA,Decorah Police Department,,"P.O. Box 1  Decorah, IA 52101",319-382-3667,12,"8,172",Local Police
IA,Delaware County Sheriff's Office,,"P.O. Box 116  Manchester, IA 52057",319-927-3135,10,"18,404",Sheriff
IA,Delhi Police Department,,"P.O. BOX 255  Delhi, IA 52223",319-922-2588,1,458,Local Police
IA,Denison Police Department,,"P.O. Box 668  Denison, IA 51442",712-263-3195,13,"7,339",Local Police
IA,Denver Police Department,,"P.O. Box 489  Denver, IA 50622",319-984-5642,3,"1,627",Local Police
IA,Des Moines County Sheriff's Office,,"512 N Main StPO Box 986 Burlington, IA 52601",319-753-8212,22,"42,351",Sheriff
IA,Des Moines Police Department,,"25 E 1St St  Des Moines, IA 50309",515-237-1585,385,"198,682",Local Police
IA,Dewitt Police Department,,"606 9TH ST  Dewitt, IA 52742",319-659-3145,10,"5,049",Local Police
IA,Dickinson County Sheriff's Office,,"P.O. Box 214Courthouse Spirit Lake, IA 51360",712-336-2793,9,"16,424",Sheriff
IA,Donnellson Police Department,,"P.O. Box 50  Donnellson, IA 52625",,1,,Local Police
IA,Dubuque County Sheriff's Office,,"P.O. Box 1004770 Iowa St Dubuque, IA 52004",319-589-4400,70,"89,143",Sheriff
IA,Dubuque Police Department,,"770 Iowa St  Dubuque, IA 52004",319-589-4410,100,"57,686",Local Police
IA,Dunkerton Police Department,,"P.O. Box 100  Dunkerton, IA 50626",319-822-4247,1,749,Local Police
IA,Dunlap Police Department,,"716 Iowa Ave  Dunlap, IA 51529",,2,,Local Police
IA,Durant Police Department,,"P.O. Box 1063  Durant, IA 52747",319-785-6049,3,"1,677",Local Police
IA,Dyersville Police Department,,"338 1St Ave E  Dyersville, IA 52040",319-875-7366,6,"4,035",Local Police
IA,Dysart Police Department,,"P.O. Box 651  Dysart, IA 52224",319-476-4010,20,"1,303",Local Police
IA,Eagle Grove Police Department,,"210 E Broadway  Eagle Grove, IA 50533",515-448-4686,7,"3,712",Local Police
IA,Earlham Police Department,,"140 S Chestnut St  Earlham, IA 50072",515-758-2281,2,"1,298",Local Police
IA,Eldon Police Department,,"P.O. Box 367  Eldon, IA 52554",,1,,Local Police
IA,Eldora Police Department,,"1442 Washington  Eldora, IA 50627",515-939-3333,5,"3,035",Local Police
IA,Eldridge Police Department,,"305 N 3Rd St  Eldridge, IA 52748",319-285-3916,7,"4,159",Local Police
IA,Elkader Police Department,,"207 North Main StreetP.O. Box 427 Elkader, IA 52043",319-245-2071,2,"1,465",Local Police
IA,Ellsworth Police Department,,"P.O. Box 310  Ellsworth, IA 50075",,2,,Local Police
IA,Emmet County Sheriff's Office,,"114 N 6Th St  Estherville, IA 51334",712-362-2639,8,"11,027",Sheriff
IA,Emmetsburg Police Department,,"1907 11Th St  Emmetsburg, IA 50536",712-852-2424,6,"3,958",Local Police
IA,Epworth Police Department,,"P.O. Box 266212 NORTH CENTER AVE Epworth, IA 52045",319-876-3050,1,"1,428",Local Police
IA,Essex Police Department,,"P.O. Box 428  Essex, IA 51638",,1,,Local Police
IA,Estherville Police Department,,"114 N 6Th St  Estherville, IA 51334",712-362-3515,12,"6,656",Local Police
IA,Evansdale Police Department,,"123 N Evans Rd  Evansdale, IA 50707",319-232-6682,7,"4,526",Local Police
IA,Exira Police Department,,"P.O. Box 187  Exira, IA 50076",712-268-2187,2,810,Local Police
IA,Fairbank Police Department,,"P.O. Box 447  Fairbank, IA 50629",,1,,Local Police
IA,Fairfield Police Department,,"1200 W Grimes Ave  Fairfield, IA 52556",641-472-4146,12,"9,509",Local Police
IA,Farley Police Department,,"301 1St St Ne  Farley, IA 52046",,1,,Local Police
IA,Farnhamville Police Department,,"P.O. Box 97315 Garfield Ave Farnhamville, IA 50538",515-544-3335,1,430,Local Police
IA,Fayette County Sheriff's Office,,"220 N Industrial PkwyPO Box 518 West Union, IA 52175",319-422-6067,10,"22,008",Sheriff
IA,Fayette Police Department,,"P.O. Box 28  Fayette, IA 52142",319-425-3500,2,"1,300",Local Police
IA,Floyd County Sheriff's Office,,"101 S Main StSte 501 Charles City, IA 50616",641-228-1821,11,"16,900",Sheriff
IA,Fonda Police Department,,"104 W 2nd St Box 367  Fonda, IA 50540",712-288-4466,1,648,Local Police
IA,Forest City Police Department,,"P.O. Box 373  Forest City, IA 50436",641-585-2113,9,"4,362",Local Police
IA,Fort Dodge Police Department,,"702 1St Ave S  Fort Dodge, IA 50501",515-573-1426,37,"25,136",Local Police
IA,Fort Madison Police Department,,"P.O. Box 240  Fort Madison, IA 52627",,17,,Local Police
IA,Franklin County Sheriff's Office,,"12 1St Ave NwPO Box 57 Hampton, IA 50441",515-456-2731,8,"10,704",Sheriff
IA,Fremont County Sheriff's Office,,"P.O. Box 359701 Cass St Sidney, IA 51652",712-374-2673,7,"8,010",Sheriff
IA,Garnavillo Police Department,,"P.O. Box 14  Garnavillo, IA 52049",319-964-2331,1,754,Local Police
IA,Garner Police Department,,"135 W 5Th St  Garner, IA 50438",641-923-3773,5,"2,922",Local Police
IA,Gilbertville Police Department,,"P.O. Box 107  Gilbertville, IA 50634",,1,,Local Police
IA,Glenwood Police Department,,"209 Sharp St  Glenwood, IA 51534",712-527-9920,9,"5,358",Local Police
IA,Gowrie Police Department,,"P.O. Box 168  Gowrie, IA 50543",515-352-3999,1,"1,038",Local Police
IA,Granger Police Department,,"P.O. Box 333  Granger, IA 50109",,2,,Local Police
IA,Greene County Sheriff's Office,,"204 S Chestnut St  Jefferson, IA 50129",515-386-2136,7,"10,366",Sheriff
IA,Greene Police Department,,"P.O. Box 471  Greene, IA 50636",641-823-4242,1,"1,099",Local Police
IA,Greenfield Police Department,,"211 1St St  Greenfield, IA 50849",515-743-2323,3,"2,129",Local Police
IA,Grinnell Police Department,,"611 4Th Ave  Grinnell, IA 50112",641-236-2639,15,"9,105",Local Police
IA,Grundy Center Police Department,,"703 F Ave Ste 2  Grundy Center, IA 50638",319-824-6118,4,"2,596",Local Police
IA,Grundy County Sheriff's Office,,"705 8Th St  Grundy Center, IA 50638",319-824-6933,12,"12,369",Sheriff
IA,Guthrie Center Police Department,,"102 N 1St St  Guthrie Center, IA 50115",,2,,Local Police
IA,Guthrie County Sheriff's Office,,"200 N 5Th St  Guthrie Center, IA 50115",641-747-2214,5,"11,353",Sheriff
IA,Guttenberg Police Department,,"P.O. Box 580  Guttenberg, IA 52052",319-252-3333,4,"1,987",Local Police
IA,Hamburg Police Department,,"P.O. Box 106  Hamburg, IA 51640",712-382-1313,1,"1,240",Local Police
IA,Hamilton County Sheriff's Office,,"P.O. Box 444  Webster City, IA 50595",515-832-9500,9,"16,438",Sheriff
IA,Hampton Police Department,,"17 2Nd St Nw  Hampton, IA 50441",641-456-2529,7,"4,218",Local Police
IA,Hancock County Sheriff's Office,,"875 State StPO Box 70 Garner, IA 50438",641-923-2621,8,"12,100",Sheriff
IA,Hardin County Sheriff's Office,,"1116 14Th Ave  Eldora, IA 50627",641-939-8189,10,"18,812",Sheriff
IA,Harlan Police Department,,"P.O. Box 650  Harlan, IA 51537",712-755-5151,8,"5,282",Local Police
IA,Harrison County Sheriff's Office,,"111 S 1St Ave  Logan, IA 51546",712-644-2244,8,"15,666",Sheriff
IA,Hartley Police Department,,"11 S Central Ave  Hartley, IA 51346",712-728-2240,2,"1,733",Local Police
IA,Hawarden Police Department,,"1150 Central Ave.  Hawarden, IA 51023",712-551-2461,4,"2,478",Local Police
IA,Henry County Sheriff's Office,,"106 E Clay StPO Box 216 Mount Pleasant, IA 52641",319-385-2712,12,"20,336",Sheriff
IA,Hiawatha Police Department,,"101 Emmons St.  Hiawatha, IA 52233",319-393-1212,12,"6,480",Local Police
IA,Hinton Police Department,,"P.O. Box 315  Hinton, IA 51024",,2,,Local Police
IA,Howard County Sheriff's Office,,"124 S Park Pl  Cresco, IA 52136",319-547-3535,7,"9,932",Sheriff
IA,Hudson Police Department,,"P.O. Box 536  Hudson, IA 50643",319-988-3210,4,"2,117",Local Police
IA,Humboldt County Sheriff's Office,,"430 Sumner Ave  Humboldt, IA 50548",515-332-2471,8,"10,381",Sheriff
IA,Humboldt Police Department,,"430 Sumner Ave  Humboldt, IA 50548",515-332-2600,7,"4,452",Local Police
IA,Huxley Police Department,,"515 N Main  Huxley, IA 50124",515-597-2002,6,"2,316",Local Police
IA,Ida County Sheriff's Office,,"401 Moorehead St  Ida Grove, IA 51445",711-364-3146,9,"7,837",Sheriff
IA,Independence Police Department,,"210 5Th Ave Ne  Independence, IA 50644",319-334-2520,11,"6,014",Local Police
IA,Indianola Police Department,,"P.O. Box 299  Indianola, IA 50125",515-961-9400,19,"12,998",Local Police
IA,Iowa City Police Department,,"410 E Washington  Iowa City, IA 52240",319-356-5271,69,"62,220",Local Police
IA,Iowa County Sheriff's Office,,"960 Franklyn Ave  Marengo, IA 52301",319-642-7307,11,"15,671",Sheriff
IA,Iowa Department Of Natural Resources - Bureau Of Law Enforcement,,"Wallace Building502 E. 9th Street Des Moines, IA 50319",515-281-5919,94,,Special Jurisdiction
IA,Iowa Department Of Natural Resources.- Parks Division,,"Wallace Building502 E 9TH ST Des Moines, IA 50319",,41,,Special Jurisdiction
IA,Iowa Department Of Public Safety,,"215 E. 7th Street  Des Moines, IA 50319",,669,,State
IA,Iowa Department Of Transportation - Motor Vehicle Division,,"100 E Euclid Ave6310 SE CONVENIENCE Ankeny, IA 50021",,116,,Special Jurisdiction
IA,Iowa Falls Police Department,,"P.O. Box 698  Iowa Falls, IA 50126",641-648-6464,11,"5,193",Local Police
IA,Iowa State University Police,,"55 Armory Bldg  Ames, IA 50111",515-294-4128,31,,Special Jurisdiction
IA,Jackson County Sheriff's Office,,"104 S Niagara St  Maquoketa, IA 52060",319-652-3312,9,"20,296",Sheriff
IA,Janesville Police Department,,"P.O. BOX 175  Janesville, IA 50647",319-987-2905,2,829,Local Police
IA,Jasper County Sheriff's Office,,"2300 Law Center DrPO Box 517 Newton, IA 50208",641-792-5912,14,"37,213",Sheriff
IA,Jefferson County Sheriff's Office,,"1200 W Grimes Ave  Fairfield, IA 52556",641-472-4146,10,"16,181",Sheriff
IA,Jefferson Police Department,,"204 S Chestnut  Jefferson, IA 50129",,7,"4,626",Local Police
IA,Jesup Police Department,,"P.O. Box 592  Jesup, IA 50648",319-827-1919,3,"2,212",Local Police
IA,Jewell Police Department,,"P.O. Box 486  Jewell, IA 50130",,2,,Local Police
IA,Johnson County Sheriff's Office,,"511 S Capitol StPO Box 2540 Iowa City, IA 52240",319-356-6020,63,"111,006",Sheriff
IA,Johnston Police Department,,"P.O. Box 410  Johnston, IA 50131",515-278-2345,21,"8,649",Local Police
IA,Jones County Sheriff's Office,,"500 W Main StPO Box 167 Anamosa, IA 52205",,10,,Sheriff
IA,Kanawha Police Department,,"121 N Main St  Kanawha, IA 50447",641-762-3272,1,739,Local Police
IA,Kellogg Police Department,,"P.O. Box 45  Kellogg, IA 50135",641-526-8264,1,606,Local Police
IA,Keokuk County Sheriff's Office,,"204 S Stone St  Sigourney, IA 52591",515-622-2727,4,"11,400",Sheriff
IA,Keokuk Police Department,,"P.O. Box 1147  Keokuk, IA 52632",319-524-2741,22,"11,427",Local Police
IA,Keota Police Department,,"P.O. Box 77  Keota, IA 52248",515-636-3123,1,"1,025",Local Police
IA,Kingsley Police Department,,"221 Main  Kingsley, IA 51028",712-378-2584,2,"1,245",Local Police
IA,Knoxville Police Department,,"305 S 3Rd  Knoxville, IA 50138",641-828-0554,12,"7,731",Local Police
IA,Kossuth County Sheriff's Office,,"121 W State St  Algona, IA 50511",515-295-3514,9,"17,163",Sheriff
IA,La Porte City Police Department,,"202 Main St  La Porte City, IA 50651",,4,,Local Police
IA,Lake City Police Department,,"105 N Center  Lake City, IA 51449",712-464-3111,4,"1,787",Local Police
IA,Lake Mills Police Department,,"Po, Box 212  Lake Mills, IA 50450",641-592-2188,5,"2,140",Local Police
IA,Lake Park Police Department,,"P.O. Box 536  Lake Park, IA 51347",712-832-3527,2,"1,023",Local Police
IA,Lake View Police Department,,"P.O. Box 18  Lake View, IA 51450",712-657-2513,4,"1,278",Local Police
IA,Lamoni Police Department,,"135 S Linden St  Lamoni, IA 50140",515-784-3700,3,"2,444",Local Police
IA,Lansing Police Department,,"P.O. BOX 470  Lansing, IA 52151",319-538-4620,2,"1,012",Local Police
IA,Laurens Police Department,,"272 N 3Rd St  Laurens, IA 50554",712-841-4414,2,"1,476",Local Police
IA,Le Claire Police Department,,"306 Cody Rd S  Le Claire, IA 52753",,7,,Local Police
IA,Le Mars Police Department,,"P.O. Box 1130  Lemars, IA 51031",,14,,Local Police
IA,Lee County Sheriff's Office,,"2530 255Th St  Montrose, IA 52639",319-372-1152,15,"38,052",Sheriff
IA,Lenox Police Department,,"200 S Main  Lenox, IA 50851",641-333-2929,3,"1,401",Local Police
IA,Leon Police Department,,"P.O. Box 210  Leon, IA 50144",641-446-7733,3,"1,983",Local Police
IA,Linn County Sheriff's Office,,"310 2Nd Ave SwPO Box 669 Cedar Rapids, IA 52404",319-892-6100,104,"191,701",Sheriff
IA,Lisbon Police Department,,"115 N Washington  Lisbon, IA 52253",319-455-2452,2,"1,898",Local Police
IA,Logan Police Department,,"P.O. Box 127  Logan, IA 51546",712-644-2424,2,"1,545",Local Police
IA,Louisa County Sheriff's Office,,"503 Franklin StPO Box 254 Wapello, IA 52653",319-523-4371,10,"12,183",Sheriff
IA,Lucas County Sheriff's Office,,"1023 Linden AvePO Box 816 Chariton, IA 50049",515-774-5083,5,"9,422",Sheriff
IA,Lyon County Sheriff's Office,,"402 S Boone St  Rock Rapids, IA 51246",712-472-2521,9,"11,763",Sheriff
IA,Madison County Sheriff's Office,,"P.O. Box 5171012 N John Wayne Dr Winterset, IA 50273",515-462-3575,7,"14,019",Sheriff
IA,Madrid Police Department,,"304 S Water  Madrid, IA 50156",,3,,Local Police
IA,Mahaska County Sheriff's Office,,"214 High Ave  Oskaloosa, IA 52577",641-673-4322,9,"22,335",Sheriff
IA,Manchester Police Department,,"208 E Main St  Manchester, IA 52057",319-927-3355,9,"5,257",Local Police
IA,Manilla Police Department,,"P.O. Box 398443 Main St Manilla, IA 51454",712-654-2788,0,839,Local Police
IA,Manly Police Department,,"P.O. Box 516  Manly, IA 50456",515-454-2114,3,"1,342",Local Police
IA,Manning Police Department,,"717 3Rd St  Manning, IA 51455",712-653-2200,3,"1,490",Local Police
IA,Manson Police Department,,"1015 13Th St  Manson, IA 50563",712-469-2356,4,"1,893",Local Police
IA,Mapleton Police Department,,"513 Main St  Mapleton, IA 51034",712-882-1351,2,"1,416",Local Police
IA,Maquoketa Police Department,,"102 S Niagara  Maquoketa, IA 52060",319-652-2468,11,"6,112",Local Police
IA,Mar-Mac Unified Police Department,,"P.O. Box 69  Marquette, IA 52158",,3,,Local Police
IA,Marcus Police Department,,"P.O. Box 542222 N Main St Marcus, IA 51035",,2,,Local Police
IA,Marengo Police Department,,"P.O. Box 245  Marengo, IA 52301",319-642-3232,5,"2,535",Local Police
IA,Marion County Sheriff's Office,,"211 N. Godfrey Lane  Knoxville, IA 50138",641-828-2220,12,"32,052",Sheriff
IA,Marion Police Department,,"3911 Katz Dr  Marion, IA 52302",319-377-4006,41,"26,294",Local Police
IA,Marshall County Sheriff's Office,,"2369 Jessup Ave  Marshalltown, IA 50158",641-754-6380,19,"39,311",Sheriff
IA,Marshalltown Police Department,,"22 N Centerr  Marshalltown, IA 50158",641-754-5771,43,"26,009",Local Police
IA,Mason City Police Department,,"78 S Georgia  Mason City, IA 50401",641-421-3636,46,"29,172",Local Police
IA,Mechanicsville Police Department,,"P.O. Box 339  Mechanicsville, IA 52306",319-432-7756,1,"1,173",Local Police
IA,Melcher-Dallas Police Department,,"P.O. Box H  Melcher-Dallas, IA 50062",515-947-6501,1,"1,298",Local Police
IA,Milford Police Department,,"P.O. Box 536  Milford, IA 51351",,4,,Local Police
IA,Mills County Sheriff's Office,,"23 N Vine St  Glenwood, IA 51534",712-527-4337,10,"14,547",Sheriff
IA,Missouri Valley Police Department,,"223 E Erie  Missouri Valley, IA 51555",712-642-2736,1,"2,992",Local Police
IA,Mitchell County Sheriff's Office,,"211 S 6Th St  Osage, IA 50461",641-732-4740,6,"10,874",Sheriff
IA,Mitchellville Police Department,,"110 2Nd St Ne  Mitchellville, IA 50169",515-967-2935,3,"1,715",Local Police
IA,Monona County Sheriff's Office,,"909 7Th St  Onawa, IA 51040",712-423-9539,7,"10,020",Sheriff
IA,Monona Police Department,,"P.O. Box 298  Monona, IA 52159",,3,,Local Police
IA,Monroe County Sheriff's Office,,"103 2Nd Ave W  Albia, IA 52531",641-932-2727,5,"8,016",Sheriff
IA,Monroe Police Department,,"P.O. Box 370  Monroe, IA 50170",515-259-2311,3,"1,808",Local Police
IA,Montgomery County Sheriff's Office,,"106 W Coolbaugh St  Red Oak, IA 51566",712-623-5107,8,"11,771",Sheriff
IA,Monticello Police Department,,"202 E 1st Street  Monticello, IA 52310",319-465-3526,6,"3,607",Local Police
IA,Montrose Police Department,,"P.O. Box 57102 S 2nd St Montrose, IA 52639",319-463-7411,1,957,Local Police
IA,Moulton Police Department,,"111 S Main St  Moulton, IA 52572",,1,,Local Police
IA,Mount Pleasant Police Department,,"300 W Monroe  Mt Pleasant, IA 52641",319-385-1450,14,"8,751",Local Police
